Region Name,ITL,ITL code,year,value,LAD23CD,LAD23NM,ITL321CD,ITL321NM
Brent,ITL3,TLI72,2001,68.7,E09000005,Brent,TLI72,Brent
Brent,ITL3,TLI72,2002,70.5,E09000005,Brent,TLI72,Brent
Brent,ITL3,TLI72,2003,71.8,E09000005,Brent,TLI72,Brent
Brent,ITL3,TLI72,2004,72.7,E09000005,Brent,TLI72,Brent
Brent,ITL3,TLI72,2005,74.6,E09000005,Brent,TLI72,Brent
Brent,ITL3,TLI72,2006,75.2,E09000005,Brent,TLI72,Brent
Brent,ITL3,TLI72,2007,78.1,E09000005,Brent,TLI72,Brent
Brent,ITL3,TLI72,2008,81.8,E09000005,Brent,TLI72,Brent
Brent,ITL3,TLI72,2009,82.8,E09000005,Brent,TLI72,Brent
Brent,ITL3,TLI72,2010,82.5,E09000005,Brent,TLI72,Brent
Brent,ITL3,TLI72,2011,83.6,E09000005,Brent,TLI72,Brent
Brent,ITL3,TLI72,2012,85.5,E09000005,Brent,TLI72,Brent
Brent,ITL3,TLI72,2013,86.9,E09000005,Brent,TLI72,Brent
Brent,ITL3,TLI72,2014,88.7,E09000005,Brent,TLI72,Brent
Brent,ITL3,TLI72,2015,91.7,E09000005,Brent,TLI72,Brent
Brent,ITL3,TLI72,2016,93.6,E09000005,Brent,TLI72,Brent
Brent,ITL3,TLI72,2017,95.4,E09000005,Brent,TLI72,Brent
Brent,ITL3,TLI72,2018,97.8,E09000005,Brent,TLI72,Brent
Brent,ITL3,TLI72,2019,100.0,E09000005,Brent,TLI72,Brent
Brent,ITL3,TLI72,2020,106.9,E09000005,Brent,TLI72,Brent
Brent,ITL3,TLI72,2021,104.1,E09000005,Brent,TLI72,Brent
Brent,ITL3,TLI72,2022,108.8,E09000005,Brent,TLI72,Brent
Ealing,ITL3,TLI73,1999,67.2,E09000009,Ealing,TLI73,Ealing
Ealing,ITL3,TLI73,2000,67.6,E09000009,Ealing,TLI73,Ealing
Ealing,ITL3,TLI73,2001,69.4,E09000009,Ealing,TLI73,Ealing
Ealing,ITL3,TLI73,2002,71.1,E09000009,Ealing,TLI73,Ealing
Ealing,ITL3,TLI73,2003,72.2,E09000009,Ealing,TLI73,Ealing
Ealing,ITL3,TLI73,2004,73.2,E09000009,Ealing,TLI73,Ealing
Ealing,ITL3,TLI73,2005,75.2,E09000009,Ealing,TLI73,Ealing
Ealing,ITL3,TLI73,2006,75.6,E09000009,Ealing,TLI73,Ealing
Ealing,ITL3,TLI73,2007,78.6,E09000009,Ealing,TLI73,Ealing
Ealing,ITL3,TLI73,2008,82.4,E09000009,Ealing,TLI73,Ealing
Ealing,ITL3,TLI73,2009,84.0,E09000009,Ealing,TLI73,Ealing
Ealing,ITL3,TLI73,2010,84.1,E09000009,Ealing,TLI73,Ealing
Ealing,ITL3,TLI73,2011,85.1,E09000009,Ealing,TLI73,Ealing
Ealing,ITL3,TLI73,2012,87.0,E09000009,Ealing,TLI73,Ealing
Ealing,ITL3,TLI73,2013,88.7,E09000009,Ealing,TLI73,Ealing
Ealing,ITL3,TLI73,2014,90.3,E09000009,Ealing,TLI73,Ealing
Ealing,ITL3,TLI73,2015,92.9,E09000009,Ealing,TLI73,Ealing
Ealing,ITL3,TLI73,2016,94.3,E09000009,Ealing,TLI73,Ealing
Ealing,ITL3,TLI73,2017,96.4,E09000009,Ealing,TLI73,Ealing
Ealing,ITL3,TLI73,2018,98.1,E09000009,Ealing,TLI73,Ealing
Ealing,ITL3,TLI73,2019,100.0,E09000009,Ealing,TLI73,Ealing
Ealing,ITL3,TLI73,2020,104.3,E09000009,Ealing,TLI73,Ealing
Ealing,ITL3,TLI73,2021,102.3,E09000009,Ealing,TLI73,Ealing
Ealing,ITL3,TLI73,2022,107.6,E09000009,Ealing,TLI73,Ealing
Milton Keynes,ITL3,TLJ12,1999,65.8,E06000042,Milton Keynes,TLJ12,Milton Keynes
Milton Keynes,ITL3,TLJ12,2000,64.9,E06000042,Milton Keynes,TLJ12,Milton Keynes
Milton Keynes,ITL3,TLJ12,2001,67.3,E06000042,Milton Keynes,TLJ12,Milton Keynes
Milton Keynes,ITL3,TLJ12,2002,68.7,E06000042,Milton Keynes,TLJ12,Milton Keynes
Milton Keynes,ITL3,TLJ12,2003,71.6,E06000042,Milton Keynes,TLJ12,Milton Keynes
Milton Keynes,ITL3,TLJ12,2004,73.2,E06000042,Milton Keynes,TLJ12,Milton Keynes
Milton Keynes,ITL3,TLJ12,2005,75.2,E06000042,Milton Keynes,TLJ12,Milton Keynes
Milton Keynes,ITL3,TLJ12,2006,75.8,E06000042,Milton Keynes,TLJ12,Milton Keynes
Milton Keynes,ITL3,TLJ12,2007,78.4,E06000042,Milton Keynes,TLJ12,Milton Keynes
Milton Keynes,ITL3,TLJ12,2008,81.1,E06000042,Milton Keynes,TLJ12,Milton Keynes
Milton Keynes,ITL3,TLJ12,2009,84.5,E06000042,Milton Keynes,TLJ12,Milton Keynes
Milton Keynes,ITL3,TLJ12,2010,84.6,E06000042,Milton Keynes,TLJ12,Milton Keynes
Milton Keynes,ITL3,TLJ12,2011,85.5,E06000042,Milton Keynes,TLJ12,Milton Keynes
Milton Keynes,ITL3,TLJ12,2012,84.9,E06000042,Milton Keynes,TLJ12,Milton Keynes
Milton Keynes,ITL3,TLJ12,2013,85.9,E06000042,Milton Keynes,TLJ12,Milton Keynes
Milton Keynes,ITL3,TLJ12,2014,87.7,E06000042,Milton Keynes,TLJ12,Milton Keynes
Milton Keynes,ITL3,TLJ12,2015,90.0,E06000042,Milton Keynes,TLJ12,Milton Keynes
Milton Keynes,ITL3,TLJ12,2016,90.9,E06000042,Milton Keynes,TLJ12,Milton Keynes
Milton Keynes,ITL3,TLJ12,2017,93.7,E06000042,Milton Keynes,TLJ12,Milton Keynes
Milton Keynes,ITL3,TLJ12,2018,96.4,E06000042,Milton Keynes,TLJ12,Milton Keynes
Milton Keynes,ITL3,TLJ12,2019,100.0,E06000042,Milton Keynes,TLJ12,Milton Keynes
Milton Keynes,ITL3,TLJ12,2020,107.4,E06000042,Milton Keynes,TLJ12,Milton Keynes
Milton Keynes,ITL3,TLJ12,2021,107.5,E06000042,Milton Keynes,TLJ12,Milton Keynes
Milton Keynes,ITL3,TLJ12,2022,113.2,E06000042,Milton Keynes,TLJ12,Milton Keynes
Buckinghamshire CC,ITL3,TLJ13,1999,67.8,E06000060,Buckinghamshire,TLJ13,Buckinghamshire
Buckinghamshire CC,ITL3,TLJ13,2000,67.8,E06000060,Buckinghamshire,TLJ13,Buckinghamshire
Buckinghamshire CC,ITL3,TLJ13,2001,70.0,E06000060,Buckinghamshire,TLJ13,Buckinghamshire
Buckinghamshire CC,ITL3,TLJ13,2002,71.9,E06000060,Buckinghamshire,TLJ13,Buckinghamshire
Buckinghamshire CC,ITL3,TLJ13,2003,74.4,E06000060,Buckinghamshire,TLJ13,Buckinghamshire
Buckinghamshire CC,ITL3,TLJ13,2004,76.5,E06000060,Buckinghamshire,TLJ13,Buckinghamshire
Buckinghamshire CC,ITL3,TLJ13,2005,77.8,E06000060,Buckinghamshire,TLJ13,Buckinghamshire
Buckinghamshire CC,ITL3,TLJ13,2006,79.9,E06000060,Buckinghamshire,TLJ13,Buckinghamshire
Buckinghamshire CC,ITL3,TLJ13,2007,80.5,E06000060,Buckinghamshire,TLJ13,Buckinghamshire
Buckinghamshire CC,ITL3,TLJ13,2008,83.2,E06000060,Buckinghamshire,TLJ13,Buckinghamshire
Buckinghamshire CC,ITL3,TLJ13,2009,85.4,E06000060,Buckinghamshire,TLJ13,Buckinghamshire
Buckinghamshire CC,ITL3,TLJ13,2010,83.9,E06000060,Buckinghamshire,TLJ13,Buckinghamshire
Buckinghamshire CC,ITL3,TLJ13,2011,85.1,E06000060,Buckinghamshire,TLJ13,Buckinghamshire
Buckinghamshire CC,ITL3,TLJ13,2012,86.5,E06000060,Buckinghamshire,TLJ13,Buckinghamshire
Buckinghamshire CC,ITL3,TLJ13,2013,88.4,E06000060,Buckinghamshire,TLJ13,Buckinghamshire
Buckinghamshire CC,ITL3,TLJ13,2014,89.6,E06000060,Buckinghamshire,TLJ13,Buckinghamshire
Buckinghamshire CC,ITL3,TLJ13,2015,91.2,E06000060,Buckinghamshire,TLJ13,Buckinghamshire
Buckinghamshire CC,ITL3,TLJ13,2016,93.6,E06000060,Buckinghamshire,TLJ13,Buckinghamshire
Buckinghamshire CC,ITL3,TLJ13,2017,95.2,E06000060,Buckinghamshire,TLJ13,Buckinghamshire
Buckinghamshire CC,ITL3,TLJ13,2018,97.6,E06000060,Buckinghamshire,TLJ13,Buckinghamshire
Buckinghamshire CC,ITL3,TLJ13,2019,100.0,E06000060,Buckinghamshire,TLJ13,Buckinghamshire
Buckinghamshire CC,ITL3,TLJ13,2020,105.6,E06000060,Buckinghamshire,TLJ13,Buckinghamshire
Buckinghamshire CC,ITL3,TLJ13,2021,104.2,E06000060,Buckinghamshire,TLJ13,Buckinghamshire
Buckinghamshire CC,ITL3,TLJ13,2022,109.8,E06000060,Buckinghamshire,TLJ13,Buckinghamshire
Brighton and Hove,ITL3,TLJ21,1999,65.0,E06000043,Brighton and Hove,TLJ21,Brighton and Hove
Brighton and Hove,ITL3,TLJ21,2000,65.9,E06000043,Brighton and Hove,TLJ21,Brighton and Hove
Brighton and Hove,ITL3,TLJ21,2001,68.0,E06000043,Brighton and Hove,TLJ21,Brighton and Hove
Brighton and Hove,ITL3,TLJ21,2002,71.1,E06000043,Brighton and Hove,TLJ21,Brighton and Hove
Brighton and Hove,ITL3,TLJ21,2003,73.8,E06000043,Brighton and Hove,TLJ21,Brighton and Hove
Brighton and Hove,ITL3,TLJ21,2004,78.1,E06000043,Brighton and Hove,TLJ21,Brighton and Hove
Brighton and Hove,ITL3,TLJ21,2005,80.1,E06000043,Brighton and Hove,TLJ21,Brighton and Hove
Brighton and Hove,ITL3,TLJ21,2006,86.3,E06000043,Brighton and Hove,TLJ21,Brighton and Hove
Brighton and Hove,ITL3,TLJ21,2007,84.2,E06000043,Brighton and Hove,TLJ21,Brighton and Hove
Brighton and Hove,ITL3,TLJ21,2008,86.8,E06000043,Brighton and Hove,TLJ21,Brighton and Hove
Brighton and Hove,ITL3,TLJ21,2009,91.2,E06000043,Brighton and Hove,TLJ21,Brighton and Hove
Brighton and Hove,ITL3,TLJ21,2010,88.1,E06000043,Brighton and Hove,TLJ21,Brighton and Hove
Brighton and Hove,ITL3,TLJ21,2011,90.0,E06000043,Brighton and Hove,TLJ21,Brighton and Hove
Brighton and Hove,ITL3,TLJ21,2012,92.2,E06000043,Brighton and Hove,TLJ21,Brighton and Hove
Brighton and Hove,ITL3,TLJ21,2013,95.2,E06000043,Brighton and Hove,TLJ21,Brighton and Hove
Brighton and Hove,ITL3,TLJ21,2014,97.1,E06000043,Brighton and Hove,TLJ21,Brighton and Hove
Brighton and Hove,ITL3,TLJ21,2015,95.6,E06000043,Brighton and Hove,TLJ21,Brighton and Hove
Brighton and Hove,ITL3,TLJ21,2016,97.2,E06000043,Brighton and Hove,TLJ21,Brighton and Hove
Brighton and Hove,ITL3,TLJ21,2017,97.4,E06000043,Brighton and Hove,TLJ21,Brighton and Hove
Brighton and Hove,ITL3,TLJ21,2018,97.3,E06000043,Brighton and Hove,TLJ21,Brighton and Hove
Brighton and Hove,ITL3,TLJ21,2019,100.0,E06000043,Brighton and Hove,TLJ21,Brighton and Hove
Brighton and Hove,ITL3,TLJ21,2020,104.6,E06000043,Brighton and Hove,TLJ21,Brighton and Hove
Brighton and Hove,ITL3,TLJ21,2021,105.3,E06000043,Brighton and Hove,TLJ21,Brighton and Hove
Brighton and Hove,ITL3,TLJ21,2022,110.9,E06000043,Brighton and Hove,TLJ21,Brighton and Hove
Portsmouth,ITL3,TLJ31,1999,67.8,E06000044,Portsmouth,TLJ31,Portsmouth
Portsmouth,ITL3,TLJ31,2000,68.7,E06000044,Portsmouth,TLJ31,Portsmouth
Portsmouth,ITL3,TLJ31,2001,70.0,E06000044,Portsmouth,TLJ31,Portsmouth
Portsmouth,ITL3,TLJ31,2002,72.5,E06000044,Portsmouth,TLJ31,Portsmouth
Portsmouth,ITL3,TLJ31,2003,74.8,E06000044,Portsmouth,TLJ31,Portsmouth
Portsmouth,ITL3,TLJ31,2004,76.6,E06000044,Portsmouth,TLJ31,Portsmouth
Portsmouth,ITL3,TLJ31,2005,78.7,E06000044,Portsmouth,TLJ31,Portsmouth
Portsmouth,ITL3,TLJ31,2006,80.3,E06000044,Portsmouth,TLJ31,Portsmouth
Portsmouth,ITL3,TLJ31,2007,82.6,E06000044,Portsmouth,TLJ31,Portsmouth
Portsmouth,ITL3,TLJ31,2008,86.0,E06000044,Portsmouth,TLJ31,Portsmouth
Portsmouth,ITL3,TLJ31,2009,88.2,E06000044,Portsmouth,TLJ31,Portsmouth
Portsmouth,ITL3,TLJ31,2010,88.0,E06000044,Portsmouth,TLJ31,Portsmouth
Portsmouth,ITL3,TLJ31,2011,88.3,E06000044,Portsmouth,TLJ31,Portsmouth
Portsmouth,ITL3,TLJ31,2012,90.8,E06000044,Portsmouth,TLJ31,Portsmouth
Portsmouth,ITL3,TLJ31,2013,92.1,E06000044,Portsmouth,TLJ31,Portsmouth
Portsmouth,ITL3,TLJ31,2014,93.6,E06000044,Portsmouth,TLJ31,Portsmouth
Portsmouth,ITL3,TLJ31,2015,94.7,E06000044,Portsmouth,TLJ31,Portsmouth
Portsmouth,ITL3,TLJ31,2016,95.9,E06000044,Portsmouth,TLJ31,Portsmouth
Portsmouth,ITL3,TLJ31,2017,96.5,E06000044,Portsmouth,TLJ31,Portsmouth
Portsmouth,ITL3,TLJ31,2018,98.0,E06000044,Portsmouth,TLJ31,Portsmouth
Portsmouth,ITL3,TLJ31,2019,100.0,E06000044,Portsmouth,TLJ31,Portsmouth
Portsmouth,ITL3,TLJ31,2020,107.0,E06000044,Portsmouth,TLJ31,Portsmouth
Portsmouth,ITL3,TLJ31,2021,106.1,E06000044,Portsmouth,TLJ31,Portsmouth
Portsmouth,ITL3,TLJ31,2022,111.2,E06000044,Portsmouth,TLJ31,Portsmouth
Southampton,ITL3,TLJ32,1999,60.6,E06000045,Southampton,TLJ32,Southampton
Southampton,ITL3,TLJ32,2000,61.5,E06000045,Southampton,TLJ32,Southampton
Southampton,ITL3,TLJ32,2001,64.1,E06000045,Southampton,TLJ32,Southampton
Southampton,ITL3,TLJ32,2002,66.5,E06000045,Southampton,TLJ32,Southampton
Southampton,ITL3,TLJ32,2003,69.3,E06000045,Southampton,TLJ32,Southampton
Southampton,ITL3,TLJ32,2004,72.1,E06000045,Southampton,TLJ32,Southampton
Southampton,ITL3,TLJ32,2005,72.9,E06000045,Southampton,TLJ32,Southampton
Southampton,ITL3,TLJ32,2006,78.2,E06000045,Southampton,TLJ32,Southampton
Southampton,ITL3,TLJ32,2007,76.4,E06000045,Southampton,TLJ32,Southampton
Southampton,ITL3,TLJ32,2008,77.4,E06000045,Southampton,TLJ32,Southampton
Southampton,ITL3,TLJ32,2009,83.0,E06000045,Southampton,TLJ32,Southampton
Southampton,ITL3,TLJ32,2010,80.6,E06000045,Southampton,TLJ32,Southampton
Southampton,ITL3,TLJ32,2011,83.9,E06000045,Southampton,TLJ32,Southampton
Southampton,ITL3,TLJ32,2012,85.0,E06000045,Southampton,TLJ32,Southampton
Southampton,ITL3,TLJ32,2013,85.7,E06000045,Southampton,TLJ32,Southampton
Southampton,ITL3,TLJ32,2014,88.0,E06000045,Southampton,TLJ32,Southampton
Southampton,ITL3,TLJ32,2015,90.5,E06000045,Southampton,TLJ32,Southampton
Southampton,ITL3,TLJ32,2016,94.8,E06000045,Southampton,TLJ32,Southampton
Southampton,ITL3,TLJ32,2017,96.5,E06000045,Southampton,TLJ32,Southampton
Southampton,ITL3,TLJ32,2018,94.9,E06000045,Southampton,TLJ32,Southampton
Southampton,ITL3,TLJ32,2019,100.0,E06000045,Southampton,TLJ32,Southampton
Southampton,ITL3,TLJ32,2020,108.9,E06000045,Southampton,TLJ32,Southampton
Southampton,ITL3,TLJ32,2021,105.0,E06000045,Southampton,TLJ32,Southampton
Southampton,ITL3,TLJ32,2022,109.0,E06000045,Southampton,TLJ32,Southampton
Isle of Wight,ITL3,TLJ34,1999,60.6,E06000046,Isle of Wight,TLJ34,Isle of Wight
Isle of Wight,ITL3,TLJ34,2000,61.9,E06000046,Isle of Wight,TLJ34,Isle of Wight
Isle of Wight,ITL3,TLJ34,2001,63.6,E06000046,Isle of Wight,TLJ34,Isle of Wight
Isle of Wight,ITL3,TLJ34,2002,66.0,E06000046,Isle of Wight,TLJ34,Isle of Wight
Isle of Wight,ITL3,TLJ34,2003,68.3,E06000046,Isle of Wight,TLJ34,Isle of Wight
Isle of Wight,ITL3,TLJ34,2004,70.1,E06000046,Isle of Wight,TLJ34,Isle of Wight
Isle of Wight,ITL3,TLJ34,2005,72.2,E06000046,Isle of Wight,TLJ34,Isle of Wight
Isle of Wight,ITL3,TLJ34,2006,73.9,E06000046,Isle of Wight,TLJ34,Isle of Wight
Isle of Wight,ITL3,TLJ34,2007,77.1,E06000046,Isle of Wight,TLJ34,Isle of Wight
Isle of Wight,ITL3,TLJ34,2008,80.6,E06000046,Isle of Wight,TLJ34,Isle of Wight
Isle of Wight,ITL3,TLJ34,2009,81.0,E06000046,Isle of Wight,TLJ34,Isle of Wight
Isle of Wight,ITL3,TLJ34,2010,80.5,E06000046,Isle of Wight,TLJ34,Isle of Wight
Isle of Wight,ITL3,TLJ34,2011,81.9,E06000046,Isle of Wight,TLJ34,Isle of Wight
Isle of Wight,ITL3,TLJ34,2012,85.0,E06000046,Isle of Wight,TLJ34,Isle of Wight
Isle of Wight,ITL3,TLJ34,2013,86.2,E06000046,Isle of Wight,TLJ34,Isle of Wight
Isle of Wight,ITL3,TLJ34,2014,88.5,E06000046,Isle of Wight,TLJ34,Isle of Wight
Isle of Wight,ITL3,TLJ34,2015,91.1,E06000046,Isle of Wight,TLJ34,Isle of Wight
Isle of Wight,ITL3,TLJ34,2016,93.2,E06000046,Isle of Wight,TLJ34,Isle of Wight
Isle of Wight,ITL3,TLJ34,2017,94.5,E06000046,Isle of Wight,TLJ34,Isle of Wight
Isle of Wight,ITL3,TLJ34,2018,97.0,E06000046,Isle of Wight,TLJ34,Isle of Wight
Isle of Wight,ITL3,TLJ34,2019,100.0,E06000046,Isle of Wight,TLJ34,Isle of Wight
Isle of Wight,ITL3,TLJ34,2020,106.7,E06000046,Isle of Wight,TLJ34,Isle of Wight
Isle of Wight,ITL3,TLJ34,2021,106.7,E06000046,Isle of Wight,TLJ34,Isle of Wight
Isle of Wight,ITL3,TLJ34,2022,110.1,E06000046,Isle of Wight,TLJ34,Isle of Wight
Medway,ITL3,TLJ41,1999,65.8,E06000035,Medway,TLJ41,Medway
Medway,ITL3,TLJ41,2000,66.1,E06000035,Medway,TLJ41,Medway
Medway,ITL3,TLJ41,2001,66.2,E06000035,Medway,TLJ41,Medway
Medway,ITL3,TLJ41,2002,68.3,E06000035,Medway,TLJ41,Medway
Medway,ITL3,TLJ41,2003,70.5,E06000035,Medway,TLJ41,Medway
Medway,ITL3,TLJ41,2004,72.6,E06000035,Medway,TLJ41,Medway
Medway,ITL3,TLJ41,2005,74.9,E06000035,Medway,TLJ41,Medway
Medway,ITL3,TLJ41,2006,76.5,E06000035,Medway,TLJ41,Medway
Medway,ITL3,TLJ41,2007,79.2,E06000035,Medway,TLJ41,Medway
Medway,ITL3,TLJ41,2008,82.9,E06000035,Medway,TLJ41,Medway
Medway,ITL3,TLJ41,2009,85.0,E06000035,Medway,TLJ41,Medway
Medway,ITL3,TLJ41,2010,84.3,E06000035,Medway,TLJ41,Medway
Medway,ITL3,TLJ41,2011,85.0,E06000035,Medway,TLJ41,Medway
Medway,ITL3,TLJ41,2012,87.5,E06000035,Medway,TLJ41,Medway
Medway,ITL3,TLJ41,2013,88.9,E06000035,Medway,TLJ41,Medway
Medway,ITL3,TLJ41,2014,91.0,E06000035,Medway,TLJ41,Medway
Medway,ITL3,TLJ41,2015,91.9,E06000035,Medway,TLJ41,Medway
Medway,ITL3,TLJ41,2016,93.2,E06000035,Medway,TLJ41,Medway
Medway,ITL3,TLJ41,2017,95.0,E06000035,Medway,TLJ41,Medway
Medway,ITL3,TLJ41,2018,97.2,E06000035,Medway,TLJ41,Medway
Medway,ITL3,TLJ41,2019,100.0,E06000035,Medway,TLJ41,Medway
Medway,ITL3,TLJ41,2020,105.6,E06000035,Medway,TLJ41,Medway
Medway,ITL3,TLJ41,2021,105.6,E06000035,Medway,TLJ41,Medway
Medway,ITL3,TLJ41,2022,110.7,E06000035,Medway,TLJ41,Medway
"Bristol, City of",ITL3,TLK11,1999,60.0,E06000023,"Bristol, City of",TLK11,"Bristol, City of"
"Bristol, City of",ITL3,TLK11,2000,60.9,E06000023,"Bristol, City of",TLK11,"Bristol, City of"
"Bristol, City of",ITL3,TLK11,2001,62.5,E06000023,"Bristol, City of",TLK11,"Bristol, City of"
"Bristol, City of",ITL3,TLK11,2002,64.8,E06000023,"Bristol, City of",TLK11,"Bristol, City of"
"Bristol, City of",ITL3,TLK11,2003,67.1,E06000023,"Bristol, City of",TLK11,"Bristol, City of"
"Bristol, City of",ITL3,TLK11,2004,69.3,E06000023,"Bristol, City of",TLK11,"Bristol, City of"
"Bristol, City of",ITL3,TLK11,2005,71.6,E06000023,"Bristol, City of",TLK11,"Bristol, City of"
"Bristol, City of",ITL3,TLK11,2006,74.0,E06000023,"Bristol, City of",TLK11,"Bristol, City of"
"Bristol, City of",ITL3,TLK11,2007,76.0,E06000023,"Bristol, City of",TLK11,"Bristol, City of"
"Bristol, City of",ITL3,TLK11,2008,78.5,E06000023,"Bristol, City of",TLK11,"Bristol, City of"
"Bristol, City of",ITL3,TLK11,2009,82.6,E06000023,"Bristol, City of",TLK11,"Bristol, City of"
"Bristol, City of",ITL3,TLK11,2010,83.2,E06000023,"Bristol, City of",TLK11,"Bristol, City of"
"Bristol, City of",ITL3,TLK11,2011,84.2,E06000023,"Bristol, City of",TLK11,"Bristol, City of"
"Bristol, City of",ITL3,TLK11,2012,85.4,E06000023,"Bristol, City of",TLK11,"Bristol, City of"
"Bristol, City of",ITL3,TLK11,2013,87.3,E06000023,"Bristol, City of",TLK11,"Bristol, City of"
"Bristol, City of",ITL3,TLK11,2014,89.6,E06000023,"Bristol, City of",TLK11,"Bristol, City of"
"Bristol, City of",ITL3,TLK11,2015,91.4,E06000023,"Bristol, City of",TLK11,"Bristol, City of"
"Bristol, City of",ITL3,TLK11,2016,93.0,E06000023,"Bristol, City of",TLK11,"Bristol, City of"
"Bristol, City of",ITL3,TLK11,2017,94.9,E06000023,"Bristol, City of",TLK11,"Bristol, City of"
"Bristol, City of",ITL3,TLK11,2018,97.4,E06000023,"Bristol, City of",TLK11,"Bristol, City of"
"Bristol, City of",ITL3,TLK11,2019,100.0,E06000023,"Bristol, City of",TLK11,"Bristol, City of"
"Bristol, City of",ITL3,TLK11,2020,108.6,E06000023,"Bristol, City of",TLK11,"Bristol, City of"
"Bristol, City of",ITL3,TLK11,2021,106.1,E06000023,"Bristol, City of",TLK11,"Bristol, City of"
"Bristol, City of",ITL3,TLK11,2022,110.2,E06000023,"Bristol, City of",TLK11,"Bristol, City of"
Swindon,ITL3,TLK14,1999,62.9,E06000030,Swindon,TLK14,Swindon
Swindon,ITL3,TLK14,2000,63.2,E06000030,Swindon,TLK14,Swindon
Swindon,ITL3,TLK14,2001,62.2,E06000030,Swindon,TLK14,Swindon
Swindon,ITL3,TLK14,2002,64.5,E06000030,Swindon,TLK14,Swindon
Swindon,ITL3,TLK14,2003,65.9,E06000030,Swindon,TLK14,Swindon
Swindon,ITL3,TLK14,2004,68.4,E06000030,Swindon,TLK14,Swindon
Swindon,ITL3,TLK14,2005,72.0,E06000030,Swindon,TLK14,Swindon
Swindon,ITL3,TLK14,2006,73.9,E06000030,Swindon,TLK14,Swindon
Swindon,ITL3,TLK14,2007,76.6,E06000030,Swindon,TLK14,Swindon
Swindon,ITL3,TLK14,2008,80.1,E06000030,Swindon,TLK14,Swindon
Swindon,ITL3,TLK14,2009,85.3,E06000030,Swindon,TLK14,Swindon
Swindon,ITL3,TLK14,2010,85.1,E06000030,Swindon,TLK14,Swindon
Swindon,ITL3,TLK14,2011,84.9,E06000030,Swindon,TLK14,Swindon
Swindon,ITL3,TLK14,2012,87.4,E06000030,Swindon,TLK14,Swindon
Swindon,ITL3,TLK14,2013,89.6,E06000030,Swindon,TLK14,Swindon
Swindon,ITL3,TLK14,2014,91.1,E06000030,Swindon,TLK14,Swindon
Swindon,ITL3,TLK14,2015,90.7,E06000030,Swindon,TLK14,Swindon
Swindon,ITL3,TLK14,2016,93.3,E06000030,Swindon,TLK14,Swindon
Swindon,ITL3,TLK14,2017,95.0,E06000030,Swindon,TLK14,Swindon
Swindon,ITL3,TLK14,2018,97.1,E06000030,Swindon,TLK14,Swindon
Swindon,ITL3,TLK14,2019,100.0,E06000030,Swindon,TLK14,Swindon
Swindon,ITL3,TLK14,2020,103.8,E06000030,Swindon,TLK14,Swindon
Swindon,ITL3,TLK14,2021,105.8,E06000030,Swindon,TLK14,Swindon
Swindon,ITL3,TLK14,2022,113.7,E06000030,Swindon,TLK14,Swindon
Wiltshire,ITL3,TLK15,1999,67.3,E06000054,Wiltshire,TLK15,Wiltshire
Wiltshire,ITL3,TLK15,2000,67.8,E06000054,Wiltshire,TLK15,Wiltshire
Wiltshire,ITL3,TLK15,2001,69.3,E06000054,Wiltshire,TLK15,Wiltshire
Wiltshire,ITL3,TLK15,2002,71.4,E06000054,Wiltshire,TLK15,Wiltshire
Wiltshire,ITL3,TLK15,2003,73.9,E06000054,Wiltshire,TLK15,Wiltshire
Wiltshire,ITL3,TLK15,2004,76.2,E06000054,Wiltshire,TLK15,Wiltshire
Wiltshire,ITL3,TLK15,2005,78.1,E06000054,Wiltshire,TLK15,Wiltshire
Wiltshire,ITL3,TLK15,2006,80.3,E06000054,Wiltshire,TLK15,Wiltshire
Wiltshire,ITL3,TLK15,2007,81.7,E06000054,Wiltshire,TLK15,Wiltshire
Wiltshire,ITL3,TLK15,2008,84.8,E06000054,Wiltshire,TLK15,Wiltshire
Wiltshire,ITL3,TLK15,2009,87.0,E06000054,Wiltshire,TLK15,Wiltshire
Wiltshire,ITL3,TLK15,2010,86.0,E06000054,Wiltshire,TLK15,Wiltshire
Wiltshire,ITL3,TLK15,2011,86.7,E06000054,Wiltshire,TLK15,Wiltshire
Wiltshire,ITL3,TLK15,2012,88.0,E06000054,Wiltshire,TLK15,Wiltshire
Wiltshire,ITL3,TLK15,2013,90.1,E06000054,Wiltshire,TLK15,Wiltshire
Wiltshire,ITL3,TLK15,2014,90.9,E06000054,Wiltshire,TLK15,Wiltshire
Wiltshire,ITL3,TLK15,2015,92.4,E06000054,Wiltshire,TLK15,Wiltshire
Wiltshire,ITL3,TLK15,2016,94.3,E06000054,Wiltshire,TLK15,Wiltshire
Wiltshire,ITL3,TLK15,2017,95.8,E06000054,Wiltshire,TLK15,Wiltshire
Wiltshire,ITL3,TLK15,2018,98.0,E06000054,Wiltshire,TLK15,Wiltshire
Wiltshire,ITL3,TLK15,2019,100.0,E06000054,Wiltshire,TLK15,Wiltshire
Wiltshire,ITL3,TLK15,2020,105.6,E06000054,Wiltshire,TLK15,Wiltshire
Wiltshire,ITL3,TLK15,2021,105.7,E06000054,Wiltshire,TLK15,Wiltshire
Wiltshire,ITL3,TLK15,2022,111.5,E06000054,Wiltshire,TLK15,Wiltshire
"Bournemouth, Christchurch and Poole",ITL3,TLK24,1999,63.2,E06000058,"Bournemouth, Christchurch and Poole",TLK24,"Bournemouth, Christchurch and Poole"
